KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq8_1-seq8_137	0.21811206022875343	0.21873417721518987	0.023108736191744571909	0.14020536322958110978	0.09512320282377610305	Good Overlap
seq8_1-seq8_176	0.5898898505114083	0.5952242283051835	0.063753011098751281716	0.37637065983482275258	0.25265623401899327686	Good Overlap
seq8_1-seq8_113	0.9400936037441497	0.9407590249922864	0.10613245082977470457	0.59725642184877597736	0.4030975912599167893	Good Overlap
seq8_1-seq8_147	0.4250070881769209	0.42800733323931744	0.044517463166281731795	0.26602591951856590293	0.1769389539686756986	Good Overlap
seq8_1-seq8_185	0.47336999214454045	0.4754303599374022	0.051173410875954533754	0.29507264099008758958	0.19572592896345323119	Good Overlap
seq8_1-seq8_175	0.6107845124670586	0.6150761828388132	0.064157999520310091324	0.37072153364731669898	0.23923593957691809475	Good Overlap
seq8_1-seq8_119	0.9183175861017983	0.9188616409324856	0.10178193063453072781	0.56836921320342437833	0.3763481895157630389	Good Overlap
seq8_1-seq8_188	0.1645002730748225	0.16559397840078544	0.018232258460189788052	0.103348542708167816835	0.06891500306592040396	Good Overlap
seq8_1-seq8_132	0.7964743589743589	0.7985193019566367	0.085485013235188807476	0.4892426497135949987	0.32057218970952577295	Good Overlap
seq8_1-seq8_160	0.43582995951417003	0.43934821967410986	0.052773927653198435865	0.2846449320946720236	0.19406383774518154313	Good Overlap
seq8_1-seq8_141	0.9962790697674418	0.9963353183692166	0.108073927167008200743	0.629806364014045596	0.42238802164430831046	Good Overlap
seq8_1-seq8_159	0.6409756097560976	0.6438709677419355	0.06625436471057193859	0.40795709566477203486	0.2752529912015226356	Good Overlap
seq8_1-seq8_98	0.5061941803514837	0.5051963048498845	0.054431416506869919463	0.31867782635179930275	0.21285805348987523201	Good Overlap
seq8_1-seq8_123	0.22892819979188345	0.22892819979188345	0.023467003157871089897	0.13897842513779569213	0.09061150342882040307	Good Overlap
seq8_1-seq8_99	0.9909194097616345	0.9908675799086758	0.110721796376542283375	0.61697563467739307766	0.41292059651229540935	Good Overlap
seq8_1-seq8_65	0.9501466275659824	0.950509461426492	0.095177116194049916105	0.59241402608297544897	0.396206865507852158	Good Overlap
seq8_1-seq8_114	0.9709618874773139	0.9711711711711711	0.08455482767175035145	0.61540172998179611195	0.41340658756671348642	Good Overlap
seq8_2-seq8_83	0.2902275769745649	0.2840939778557926	0.033344844544773757493	0.18845965255394627369	0.1301478806809503099	Good Overlap
seq8_2-seq8_85	0.7982326951399117	0.7964338781575037	0.080726496639939381844	0.49500565698591142465	0.32854987940447364392	Good Overlap
seq8_2-seq8_66	0.7212894560107455	0.7173024523160763	0.10369051612135435505	0.47149543030257793765	0.3253873811478530958	Good Overlap
seq8_2-seq8_49	0.07139563986037015	0.07053859845738018	0.0080136739268932406296	0.04419580978529560793	0.029217936492274773908	Good Overlap
seq8_2-seq8_93	0.25748644187691583	0.2560831561540279	0.026145796220742151412	0.15272424321285109526	0.09751198864783251637	Good Overlap
seq8_2-seq8_96	0.16498932601402866	0.16166564605021433	0.017291949468968969314	0.101079809501201755354	0.066816262452793185356	Good Overlap
seq8_3-seq8_30	0.7863408521303258	0.7885926844389337	0.094013817017603621196	0.4952913282041297745	0.33314191986781855573	Good Overlap
seq8_3-seq8_60	0.5839267548321465	0.5787847579814624	0.054860763623184251318	0.36500651011906612653	0.2429128828689265125	Good Overlap
seq8_4-seq8_75	0.763883495145631	0.7666922486569455	0.082123539889211771974	0.49158991206247652428	0.3335650110601148054	Good Overlap
seq8_4-seq8_52	0.7990353697749196	0.8001598721023181	0.08574566369496428206	0.5171032165811554712	0.35385951370350821182	Good Overlap
seq8_4-seq8_95	0.8304093567251462	0.8310445276737412	0.101344569846914910295	0.5256888580163395804	0.35668221401358841632	Good Overlap
seq8_4-seq8_65	0.1371982907957039	0.13470002316423443	0.015304532886386041709	0.08651463613037082153	0.058236826000958188295	Good Overlap
seq8_5-seq8_69	0.35927672955974843	0.3645224171539961	0.034316573598777674974	0.22602174984081841515	0.1502341995414138326	Good Overlap
seq8_5-seq8_57	0.5996080992815154	0.6065468549422336	0.05281734838565638354	0.37791431722276966552	0.2504400682146859533	Good Overlap
seq8_5-seq8_63	0.9761904761904762	0.9772727272727273	0.108073577426023390314	0.5957308745415140016	0.3894862726576011996	Good Overlap
seq8_6-seq8_79	0.2427715277047629	0.242612262067515	0.023810746884498966949	0.15160673268339396501	0.100728783679659874584	Good Overlap
seq8_6-seq8_72	0.6906969787615914	0.6891160553217077	0.074537299731839843334	0.42676015830654104517	0.28145102766061062967	Good Overlap
seq8_6-seq8_62	0.5786967418546366	0.5764676240866717	0.059315645887849621967	0.34951267268798120414	0.22599467622489425515	Good Overlap
seq8_6-seq8_78	0.37400357898161707	0.3665843621399177	0.044260567982371736182	0.21779994439147595766	0.13734344132738671949	Good Overlap
seq8_6-seq8_92	0.14157127482633794	0.1412351962415582	0.015134189586767892006	0.08770418075001016444	0.057859613077047601055	Good Overlap
seq8_7-seq8_86	0.994140625	0.9940867279894875	0.118238251120016767035	0.62120006632121255315	0.41695173961770989584	Good Overlap
seq8_7-seq8_80	0.7766097240473062	0.773936170212766	0.0860048783649913704	0.5013582848035134054	0.34157407947128274424	Good Overlap
seq8_8-seq8_95	0.3626813406703352	0.3615101904443702	0.037863174798413885936	0.23123283042375716292	0.15504272971419631693	Good Overlap
seq8_8-seq8_81	0.963	0.9631474103585658	0.09309019816218141877	0.6440792874022808981	0.44852532515398200672	Good Overlap
seq8_8-seq8_89	0.976274165202109	0.9757630161579892	0.09456091278297218175	0.5807738823231773438	0.37079761398298044576	Good Overlap
seq8_9-seq8_96	0.15334221630024428	0.1553118422510247	0.015429604624250099305	0.099355637502971699335	0.06751469389361226186	Good Overlap
seq8_9-seq8_93	0.20636580992229528	0.20896633899314865	0.022876002262638233085	0.12816644181206480976	0.084219439632683648315	Good Overlap
seq8_9-seq8_97	0.9688888888888889	0.9683972911963883	0.1086873885089112052	0.65303955104290449486	0.46156045248224940203	Good Overlap
seq8_10-seq8_118	0.11841380576464108	0.11825192802056556	0.009533649773920244194	0.0782575062377938207	0.054143188332564344615	Good Overlap
seq8_10-seq8_43	0.2613365155131265	0.2598644878437625	0.027042879741430937055	0.17015044171951626797	0.116233187822656256875	Good Overlap
seq8_10-seq8_186	0.04410580021482277	0.044041624706277274	0.00395784534881935652	0.028904884814582857795	0.02007635298608909153	Good Overlap
seq8_10-seq8_131	0.0397234519983019	0.039373900382211974	0.0046261536255349608052	0.025712653239080276861	0.017472800724881601112	Good Overlap
seq8_10-seq8_69	0.12466177039041361	0.12381505126716967	0.013311839185483450173	0.08165029910816350901	0.056126631620628775773	Good Overlap
seq8_10-seq8_63	0.20536569786010858	0.20409468969929623	0.019118230999980308035	0.13124915271899455228	0.088853838652164996345	Good Overlap
seq8_10-seq8_190	0.05315997366688611	0.05183353934899052	0.0054396742063966150292	0.035281205463147007276	0.024771058600095738078	Good Overlap
seq8_10-seq8_82	0.4069182389937107	0.40391908975979773	0.034224091584456635106	0.25060422685191857404	0.16498334305339671991	Good Overlap
seq8_10-seq8_107	0.36782262649232517	0.36746302616609783	0.041049397126347949015	0.22879220677527667887	0.15119141023401724434	Good Overlap
seq8_10-seq8_145	0.12507468631746663	0.12280351437699681	0.013157537933513691975	0.08119876223936841383	0.05605926968557583262	Good Overlap
seq8_10-seq8_187	0.05603079555175364	0.0543319907447082	0.0056254995529724755384	0.034991284523627733222	0.02319353151942947728	Good Overlap
seq8_10-seq8_133	0.18053513672449278	0.17690490253987004	0.017493570306964215237	0.11730330757388910207	0.08074341224289150566	Good Overlap
seq8_10-seq8_15	0.17697919481221291	0.1734056987788331	0.019051388730658423598	0.10642391575338737749	0.06860696560761370556	Good Overlap
seq8_11-seq8_188	0.2872551802441101	0.2870022006104919	0.031888255698293597096	0.17905434224082241862	0.11838065017872441428	Good Overlap
seq8_11-seq8_67	0.3685599854360095	0.36804227020133007	0.039960812684889200526	0.23008605823515708773	0.15278521130955064142	Good Overlap
seq8_11-seq8_137	0.41998958875585635	0.41974794292261225	0.04767837502715724074	0.25891518789277646304	0.1705053247370838341	Good Overlap
seq8_11-seq8_32	0.8114983974358975	0.8099373863865885	0.09115682609459991041	0.50536976287166889926	0.33503648541690208648	Good Overlap
seq8_11-seq8_143	0.24350603264726756	0.24232300255899913	0.02853883917131475734	0.15547518666353715972	0.105534135452271325085	Good Overlap
seq8_11-seq8_180	0.6973491964099353	0.6965257429886982	0.07174877347391649692	0.42890466560123513803	0.28205326072852130898	Good Overlap
seq8_11-seq8_155	0.2801688347633546	0.26516917426008335	0.029941645679812056372	0.17076796978194615712	0.11153750730226241857	Good Overlap
seq8_11-seq8_147	0.9950372208436724	0.9950477538026176	0.10964226228237470001	0.6262292941099697723	0.41801736171644241903	Good Overlap
seq8_11-seq8_183	0.12596926882641168	0.12621867123222524	0.0125420412033205753855	0.07721573371702080573	0.0504117926755204993	Good Overlap
seq8_11-seq8_174	0.9968297101449275	0.9968268359020852	0.119240716080927178175	0.62600481336043750603	0.41663501137011923155	Good Overlap
seq8_11-seq8_190	0.04215268777386904	0.04276315789473684	0.004621822657607101171	0.027505657426107581914	0.018723392510618587163	Good Overlap
seq8_11-seq8_150	0.1056016004572735	0.10393700787401575	0.010473982457709398835	0.06438752971778665882	0.04208401806746548803	Good Overlap
seq8_11-seq8_53	0.3679484676947101	0.36609240407204385	0.038017469624065492835	0.23472044881688260269	0.15911631098191074628	Good Overlap
seq8_11-seq8_185	0.9971830985915493	0.9971764705882353	0.11637433254465538746	0.605127892050516591	0.39589458139735882847	Good Overlap
seq8_11-seq8_124	0.5625852195254977	0.5642488454224396	0.066933842571746897154	0.33784775788817823224	0.21885648007295199407	Good Overlap
seq8_11-seq8_31	0.9965177016831108	0.9964891749561147	0.12537396707925066183	0.6277397874794452005	0.42119716879259834212	Good Overlap
seq8_11-seq8_123	0.9779077322936972	0.9777777777777777	0.11263713977140774031	0.60543878962635234086	0.40038612414769683679	Good Overlap
seq8_11-seq8_59	0.9505271695052717	0.9497942386831276	0.11414881688802155628	0.59965326738815223195	0.40452787187079213924	Good Overlap
seq8_11-seq8_175	0.9933649289099526	0.9933396764985728	0.11194802963942465141	0.61374226803578823126	0.40746780719538554182	Good Overlap
seq8_11-seq8_74	0.9884526558891455	0.988399071925754	0.109681693504631839305	0.627779634591197426	0.42415225875137093416	Good Overlap
seq8_11-seq8_176	0.9825986078886311	0.982373678025852	0.11457729478184835226	0.5699759411232370334	0.36026620656668755543	Good Overlap
seq8_11-seq8_160	0.9857752489331437	0.985734664764622	0.09011552023945514292	0.5925661937283462849	0.38538380612113794983	Good Overlap
seq8_11-seq8_87	0.53198127925117	0.5301487862176977	0.06461452910301166358	0.3188113380012875394	0.20805468300060865024	Good Overlap
seq8_12-seq8_133	0.49590462322533674	0.4972771827917952	0.053010502820371572656	0.31308416156299791492	0.20977212947217827458	Good Overlap
seq8_12-seq8_69	0.42601142499413097	0.42565186751233264	0.042971805001520375636	0.26634887431368494556	0.17772018738223156082	Good Overlap
seq8_12-seq8_190	0.2758463640504023	0.2751861419237198	0.031477106114331180405	0.17114167617187179844	0.11327063532774965045	Good Overlap
seq8_12-seq8_63	0.5080652680652681	0.5077439820862101	0.050817240133793460027	0.31153356419479969936	0.20472779426482183339	Good Overlap
seq8_12-seq8_178	0.9977103606182026	0.9977059835595489	0.10779247839715541369	0.60944515549946103733	0.3978955336363495068	Good Overlap
seq8_12-seq8_131	0.22627646326276463	0.21809715580166122	0.025600799225544823456	0.13776133819844879269	0.08992428114827097062	Good Overlap
seq8_12-seq8_145	0.3313833992094862	0.33122479639440183	0.038188689821966652952	0.20616405023359151233	0.13670717113269083255	Good Overlap
seq8_12-seq8_189	0.9958077138065958	0.995819397993311	0.10819264763970827672	0.62632035556504750716	0.41818184386109515297	Good Overlap
seq8_12-seq8_187	0.1616560907104962	0.1621354681083329	0.01700905356007819533	0.09977857481888764285	0.065825325893763617757	Good Overlap
seq8_12-seq8_153	0.9972231863936133	0.9972241498959056	0.104012135171044091984	0.6344635847813272905	0.42810283515175761714	Good Overlap
seq8_12-seq8_122	0.9944629014396457	0.9944506104328524	0.10327980473760840792	0.613106764712737561	0.40162171657856826707	Good Overlap
seq8_12-seq8_92	0.9947289156626506	0.9946524064171123	0.09708032502306255755	0.6097985444565010294	0.39795322175499226746	Good Overlap
seq8_12-seq8_161	0.31696779261586805	0.3155339805825243	0.031218721889400342715	0.188120557312712886	0.12032183632775333184	Good Overlap
seq8_12-seq8_26	0.996358670914884	0.9963403476669717	0.09932166199432899361	0.6045592215105253987	0.39439682759431916368	Good Overlap
seq8_12-seq8_79	0.9958613554061045	0.9958592132505176	0.104661096107026795484	0.61581519594158255315	0.40556900266137813806	Good Overlap
seq8_12-seq8_186	0.05136864557412016	0.051705756929637525	0.005644332182311902195	0.0326004765507893523	0.021781976399098734943	Good Overlap
seq8_12-seq8_84	0.9167701863354037	0.9170792079207921	0.08088434964062157227	0.568900484567707587	0.37224552976702189206	Good Overlap
seq8_12-seq8_57	0.08097992514460702	0.07618640444634459	0.00903714225461739639	0.04470239475446146924	0.027144513043258067658	Good Overlap
seq8_12-seq8_43	0.04338781575037147	0.041679071152128606	0.0043334833307105606915	0.02683965056848898164	0.017734764033500323654	Good Overlap
seq8_13-seq8_46	0.4792682926829268	0.48116646415552855	0.055009582810347097845	0.31325310915248081927	0.21626885278215967523	Good Overlap
seq8_13-seq8_167	0.05895950286692084	0.05867691660911084	0.0056557469418156833784	0.037004393923978653488	0.024597904157539874761	Good Overlap
seq8_13-seq8_162	0.29753948967193194	0.2960426179604262	0.03227467796078838255	0.19046844597139304681	0.12891162293376605667	Good Overlap
seq8_13-seq8_16	0.6968085106382979	0.6946428571428571	0.061254726679006080142	0.43177815621450329773	0.28458636649112973603	Good Overlap
seq8_13-seq8_146	0.7524140594824257	0.7515503875968992	0.068872522501965899895	0.46681235728968908415	0.3097926782522714455	Good Overlap
seq8_13-seq8_56	0.4078455790784558	0.405625	0.03980767036585576706	0.25584714299557893992	0.17116128804549214046	Good Overlap
