KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq1_1-seq1_149	0.5773535220539829	0.5828460038986355	0.059744952245208257217	0.3984896061419037875	0.28476769563575686647	Good Overlap
seq1_1-seq1_41	0.16999031945788964	0.1711136890951276	0.016578220694893040966	0.111988035473718287195	0.077574057214873097606	Good Overlap
seq1_1-seq1_144	0.6412795125666413	0.6439909297052154	0.08139536548685667677	0.4304261507768109822	0.2998660498542281949	Good Overlap
seq1_1-seq1_98	0.4664893617021277	0.4679045092838196	0.05200684829334834175	0.30187252504626129178	0.20500110278857334122	Good Overlap
seq1_1-seq1_113	0.7162601626016261	0.7160292921074044	0.07527276922481404302	0.46612543343533902385	0.3201938773810582197	Good Overlap
seq1_1-seq1_138	0.03288908799044313	0.03270853558360093	0.0032944678907744109912	0.021528627525776443829	0.0148962103626467104134	Good Overlap
seq1_1-seq1_186	0.09242902208201893	0.09261984861227923	0.009604109162645424301	0.061195239566077562824	0.0425575605080793727	Good Overlap
seq1_1-seq1_88	0.20684701939190805	0.20779531324725012	0.022672360359472749894	0.1368468265597472316	0.09463518593657956297	Good Overlap
seq1_1-seq1_110	0.25797950219619326	0.25841381328650864	0.027340628350624604698	0.16764790799281518668	0.11440353946016510369	Good Overlap
seq1_1-seq1_188	0.049340954158404296	0.04983969688137569	0.004871093032949760399	0.032232088395233294162	0.021946929471807356953	Good Overlap
seq1_1-seq1_76	0.2522315001439677	0.2507212925562608	0.02901121502169198025	0.16591235689189748391	0.114678580378874794933	Good Overlap
seq1_1-seq1_147	0.07327622763124417	0.07296173750742344	0.007415386183469686045	0.046852036149585825908	0.031790897661787416807	Good Overlap
seq1_1-seq1_77	0.40873200185787273	0.4081822408182241	0.046842039889288872798	0.25689146807150974164	0.17207111380378797991	Good Overlap
seq1_1-seq1_45	0.45602948920484465	0.4519893899204244	0.055879550743423010093	0.29248096564767671487	0.19986053801729193	Good Overlap
seq1_1-seq1_181	0.44114688128772633	0.4422690763052209	0.044044235449385083945	0.26835963715251620745	0.17534420982071731267	Good Overlap
seq1_1-seq1_95	0.18933333333333333	0.18589600535594733	0.02019402071840999247	0.11677821130723234337	0.07677407811561999137	Good Overlap
seq1_1-seq1_92	0.9902597402597403	0.9905808477237049	0.09753239481808549397	0.6333507923320285607	0.42758156793828061147	Good Overlap
seq1_1-seq1_178	0.060209424083769635	0.05774278215223097	0.006350637149525607972	0.038885299883924096234	0.026624195222267250697	Good Overlap
seq1_1-seq1_172	0.9287169042769857	0.9281314168377823	0.07421163355583908712	0.5656112099325677551	0.36891166618419932223	Good Overlap
seq1_1-seq1_127	0.8895348837209303	0.8929577464788733	0.08032244055297096818	0.5839661988800948151	0.40095059741535745015	Good Overlap
seq1_2-seq1_85	0.09930950446791227	0.10131712259371833	0.009968684852663660703	0.06363649814464521556	0.04217602414511792382	Good Overlap
seq1_2-seq1_90	0.0720035123664569	0.07159590043923865	0.008098239660027726535	0.045308674517139293872	0.03037621207457642972	Good Overlap
seq1_2-seq1_35	0.04398748323647742	0.044926759556984636	0.005793848844690564442	0.027869264973401370692	0.018370974862587074205	Good Overlap
seq1_2-seq1_68	0.10172306414780984	0.0987294313684649	0.013492627658692607892	0.06085658471251134907	0.039543729373846109756	Good Overlap
