KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq7_1-seq7_75	0.35962301587301587	0.3634122287968442	0.035367602386292248726	0.23233316718928619128	0.1577132968578374668	Good Overlap
seq7_1-seq7_178	0.5788	0.5819769749900754	0.054208763489858651627	0.3617087050092470648	0.2405574368949820244	Good Overlap
seq7_1-seq7_190	0.580335731414868	0.5841584158415841	0.050421482157299641785	0.35725884963901371065	0.23435844737105924996	Good Overlap
seq7_1-seq7_126	0.3161332462442848	0.318359375	0.028811590947873041933	0.19606353667873714878	0.12958633775831422638	Good Overlap
seq7_1-seq7_149	0.6350109409190372	0.6386481802426344	0.06335041143132219627	0.3890636218221793694	0.25508717417105894126	Good Overlap
seq7_1-seq7_63	0.26943101524730384	0.27078693392724573	0.024838576255742502139	0.16471454609464597198	0.10746849398880634546	Good Overlap
seq7_1-seq7_167	0.23772102161100198	0.24304991058364495	0.0269110273633566462	0.14569474793717370284	0.09340483517576473261	Good Overlap
seq7_1-seq7_155	0.2450364839640251	0.24298111281265952	0.022299193684550061143	0.14684566246341596231	0.09503871952728055768	Good Overlap
seq7_1-seq7_35	0.20030968468468469	0.20075970737197524	0.019555802428858821403	0.11846834221359456603	0.07570686545948897418	Good Overlap
seq7_1-seq7_185	0.9841160220994475	0.9839160839160839	0.10483425592015812622	0.57276524816355084754	0.3632921898649149806	Good Overlap
seq7_1-seq7_100	0.9941916747337851	0.9942140790742526	0.10159568138513779184	0.6185131839992866118	0.41153964542046319968	Good Overlap
seq7_1-seq7_74	0.9752953813104189	0.9751619870410367	0.093698997248601712296	0.5947005445950162048	0.39104293537811448436	Good Overlap
seq7_1-seq7_94	0.9783163265306123	0.9782608695652174	0.087924888475471917515	0.5956197514454942202	0.39531101646226092058	Good Overlap
seq7_1-seq7_45	0.9617563739376771	0.9622905027932961	0.101947144506391484774	0.5739523937505502895	0.36718738513308861097	Good Overlap
seq7_1-seq7_14	0.9791183294663574	0.9796839729119639	0.09104832355552068619	0.60671925378554657243	0.400589824151352769	Good Overlap
seq7_1-seq7_51	0.07930798218568003	0.08151059466848941	0.0072582165424394507482	0.04987664652921631189	0.032747853776503376094	Good Overlap
seq7_1-seq7_50	0.9439775910364145	0.9456521739130435	0.078594346061255341974	0.571599545112572302	0.37349254621941963914	Good Overlap
seq7_1-seq7_23	0.9670050761421319	0.9678217821782178	0.09165734651428745858	0.5726061160278636259	0.3659915891436005202	Good Overlap
seq7_2-seq7_71	0.14426167517489127	0.14506989044200982	0.010517145418749576301	0.09259181491013055744	0.063064599647115264145	Good Overlap
seq7_2-seq7_43	0.08566296171550467	0.08903803131991052	0.006452734188289412043	0.055050108779125226	0.0360948486664509507	Good Overlap
seq7_2-seq7_97	0.14835699008360878	0.15099825547586743	0.014546041654340679105	0.09363679338734161378	0.062097684439899743465	Good Overlap
seq7_2-seq7_69	0.12275353016688062	0.12429921512093545	0.011709467082154717425	0.07771714942536585922	0.052048941721407209685	Good Overlap
seq7_2-seq7_41	0.21000549752611325	0.2132493840678894	0.018208995769289741864	0.13541839341592969084	0.09120378919991184333	Good Overlap
seq7_2-seq7_88	0.07373805617218415	0.07507710100231303	0.006551877382701681207	0.04612265511407158755	0.030269311038103925952	Good Overlap
seq7_2-seq7_58	0.1998428496595076	0.19921363040629095	0.016652314175010358195	0.11911448091930066181	0.07640041622136870087	Good Overlap
seq7_2-seq7_99	0.053649275769933905	0.05424776895509802	0.0044612871104474449286	0.030916762267480097155	0.019077936955274691003	Good Overlap
seq7_3-seq7_4	0.7466340269277846	0.7526881720430108	0.07251305726183985474	0.4937570931593597324	0.33996768766184748837	Good Overlap
seq7_3-seq7_55	0.06962675493665106	0.07132277543579811	0.004689308488747365249	0.044449589822105549956	0.029210871451660547582	Good Overlap
seq7_3-seq7_91	0.16729122055674517	0.16280947255113024	0.013951078171733484701	0.102337040821351727145	0.067535965553225955147	Good Overlap
seq7_4-seq7_91	0.40354451008352005	0.4020829079027976	0.032097895730472125783	0.24489102872814045435	0.15918950042527470292	Good Overlap
seq7_4-seq7_55	0.19929577464788734	0.19614180385819613	0.018527420333874729546	0.11957823481030493795	0.07696300085247025995	Good Overlap
seq7_5-seq7_50	0.4859359844810863	0.48326291842703933	0.04308590861725182634	0.2997619455111140683	0.19724368841330638301	Good Overlap
seq7_5-seq7_63	0.18518061891258783	0.1821556738027472	0.015736533128044975394	0.11329056263809686602	0.07417306044408008002	Good Overlap
seq7_6-seq7_82	0.06644669473205143	0.06867196367763904	0.0045349961874705653146	0.044715614832864851762	0.030745312606834891324	Good Overlap
seq7_6-seq7_84	0.37066831683168316	0.37415384615384617	0.025203958629378528714	0.23009378630375402987	0.15084879550551851095	Good Overlap
seq7_6-seq7_73	0.09256068911511355	0.09298685034439574	0.008010532100018641331	0.055417926854896485	0.035535697788116560048	Good Overlap
seq7_6-seq7_76	0.9317269076305221	0.932806324110672	0.055809973845120582404	0.62145006596834242486	0.43163016602811074673	Good Overlap
seq7_7-seq7_96	0.73950091296409	0.7372621240024555	0.0695801281112444333	0.45204167983795718583	0.29381402060602178304	Good Overlap
