KEY 	 ALPHA1 	 ALPHA2 	 GAPS 	 MATCHES 	 ALL 	 OVERLAP_TYPE 
seq7_1-seq7_75	0.35962301587301587	0.3634122287968442	0.041695672768217856793	0.23509692781918891417	0.16123202856868183819	Good Overlap
seq7_1-seq7_178	0.5788	0.5819769749900754	0.063622413887332741696	0.36617502338552581742	0.24610446286064203668	Good Overlap
seq7_1-seq7_190	0.580335731414868	0.5841584158415841	0.059015149490023072522	0.3616005691753510492	0.23967619406371939947	Good Overlap
seq7_1-seq7_126	0.3161332462442848	0.318359375	0.0334796892231958448	0.19839139792353532586	0.13245370680756263397	Good Overlap
seq7_1-seq7_149	0.6350109409190372	0.6386481802426344	0.072987825116952376275	0.39349959058788692602	0.26049897521732439564	Good Overlap
seq7_1-seq7_63	0.26943101524730384	0.27078693392724573	0.028999456567919204623	0.16666113610428143003	0.1098414882841955179	Good Overlap
seq7_1-seq7_167	0.23772102161100198	0.24304991058364495	0.031144259892840213941	0.14719774497995970611	0.09521354455614992448	Good Overlap
seq7_1-seq7_155	0.2450364839640251	0.24298111281265952	0.026316634632935206904	0.14883474727049360085	0.09743368052586088808	Good Overlap
seq7_1-seq7_35	0.20030968468468469	0.20075970737197524	0.02294192026421000585	0.120024298815287699664	0.0775555497629085677	Good Overlap
seq7_1-seq7_185	0.9841160220994475	0.9839160839160839	0.12143176477682880619	0.58007613586941787385	0.37187548323997922782	Good Overlap
seq7_1-seq7_100	0.9941916747337851	0.9942140790742526	0.116712320342112228404	0.6250862822608883744	0.41970436244959109963	Good Overlap
seq7_1-seq7_74	0.9752953813104189	0.9751619870410367	0.11169030016566614399	0.60338578817838837845	0.40165912542034289148	Good Overlap
seq7_1-seq7_94	0.9783163265306123	0.9782608695652174	0.09720815372558125445	0.60134070486948739694	0.4022721234362214096	Good Overlap
seq7_1-seq7_45	0.9617563739376771	0.9622905027932961	0.1164466271763597467	0.5795322801826656899	0.37387061848824020596	Good Overlap
seq7_1-seq7_14	0.9791183294663574	0.9796839729119639	0.10621549481617973902	0.61345016514207063694	0.40892399408440278504	Good Overlap
seq7_1-seq7_51	0.07930798218568003	0.08151059466848941	0.008113908524235596293	0.050308024097502027154	0.033275633261164274354	Good Overlap
seq7_1-seq7_50	0.9439775910364145	0.9456521739130435	0.089426862259190253796	0.57782184550967014924	0.3810294652607001524	Good Overlap
seq7_1-seq7_23	0.9670050761421319	0.9678217821782178	0.10338443282945604768	0.5781098393668194856	0.37253604878865562334	Good Overlap
seq7_2-seq7_71	0.14426167517489127	0.14506989044200982	0.012776398196621242676	0.09400781308056046654	0.06486561817076933891	Good Overlap
seq7_2-seq7_43	0.08566296171550467	0.08903803131991052	0.007477266377025155347	0.055580279075104257467	0.036750386130130777656	Good Overlap
seq7_2-seq7_97	0.14835699008360878	0.15099825547586743	0.016597316504406203923	0.09457470409364832817	0.0632592790395053358	Good Overlap
seq7_2-seq7_69	0.12275353016688062	0.12429921512093545	0.0135391891797088561126	0.07861310149620711832	0.05316668001710232634	Good Overlap
seq7_2-seq7_41	0.21000549752611325	0.2132493840678894	0.022188632886281255666	0.13728483639779065461	0.093569140989295753025	Good Overlap
seq7_2-seq7_88	0.07373805617218415	0.07507710100231303	0.0080840416087577341685	0.046832712994550275717	0.03114391418900955073	Good Overlap
seq7_2-seq7_58	0.1998428496595076	0.19921363040629095	0.019024947379491936706	0.120330977385984409436	0.07785669261079050511	Good Overlap
seq7_2-seq7_99	0.053649275769933905	0.05424776895509802	0.005119380887849117558	0.03124207400839762249	0.019452722009065737694	Good Overlap
seq7_3-seq7_4	0.7466340269277846	0.7526881720430108	0.0810330539861829725	0.49710964526786837592	0.34433236924520946163	Good Overlap
seq7_3-seq7_55	0.06962675493665106	0.07132277543579811	0.00575714728466687648	0.044994790885364000645	0.029890937854311386614	Good Overlap
seq7_3-seq7_91	0.16729122055674517	0.16280947255113024	0.016267848888323416921	0.103660291247169926386	0.06915651467241281911	Good Overlap
seq7_4-seq7_91	0.40354451008352005	0.4020829079027976	0.03652461680346474314	0.24724083466797754834	0.16204594474170020931	Good Overlap
seq7_4-seq7_55	0.19929577464788734	0.19614180385819613	0.021022214682749884777	0.12069755455140182616	0.07831028393216651741	Good Overlap
seq7_5-seq7_50	0.4859359844810863	0.48326291842703933	0.049734242001926734964	0.30285685590684642264	0.20106152316742874744	Good Overlap
seq7_5-seq7_63	0.18518061891258783	0.1821556738027472	0.018285617474259060326	0.11455837587269224653	0.07572605776617320945	Good Overlap
seq7_6-seq7_82	0.06644669473205143	0.06867196367763904	0.005731814191684962634	0.045430655666607526463	0.03167264584443661192	Good Overlap
seq7_6-seq7_84	0.37066831683168316	0.37415384615384617	0.029754647994293991571	0.23279914110726258789	0.15417957866147536034	Good Overlap
seq7_6-seq7_73	0.09256068911511355	0.09298685034439574	0.009612601370512208621	0.056192041084790309424	0.036463802734802089905	Good Overlap
seq7_6-seq7_76	0.9317269076305221	0.932806324110672	0.06845048858837520569	0.62834610417980104913	0.44076348485694609517	Good Overlap
seq7_7-seq7_96	0.73950091296409	0.7372621240024555	0.083120931779415657596	0.45741806532331648336	0.30040136852696658584	Good Overlap
seq7_7-seq7_99	0.28730988593155893	0.28390639923591215	0.034347907650875882167	0.17245490248935298472	0.110748324650210343066	Good Overlap
seq7_7-seq7_92	0.9870967741935484	0.9873217115689382	0.12845754845990958535	0.62965563505797106543	0.42715499597120697078	Good Overlap
seq7_7-seq7_88	0.9265734265734266	0.9265734265734266	0.07615133980128995796	0.604488180269580042	0.41888915890274172624	Good Overlap
seq7_8-seq7_82	0.3770716131975065	0.3799001059482367	0.04092865157453373907	0.233841053049827643	0.15402885656464785483	Good Overlap
seq7_8-seq7_81	0.2878096479791395	0.28722883705757624	0.030515311304217641413	0.17510977167763455212	0.114695790923872849655	Good Overlap
seq7_10-seq7_167	0.07041493135893877	0.07027152113545201	0.007705829340459603791	0.04677131461253660307	0.032673291830874243594	Good Overlap
seq7_10-seq7_187	0.14729183508488278	0.14880568108457068	0.01264042341095766841	0.09758829270019237143	0.06715552547056957809	Good Overlap
seq7_10-seq7_166	0.25474330357142855	0.2564031180400891	0.020099636226667573904	0.16083005201766787396	0.10650854253177263167	Good Overlap
seq7_10-seq7_185	0.11062643887071368	0.11094961240310078	0.009031666799396264292	0.0707423939596659587	0.047599486046218158964	Good Overlap
seq7_10-seq7_45	0.12000532765050613	0.1188316884502534	0.011986177453102790613	0.07645944140079394896	0.051095496311032181797	Good Overlap
seq7_10-seq7_175	0.13228049840625905	0.13051684088269455	0.013463723034281726932	0.08571331517501678706	0.058962963961074721197	Good Overlap
seq7_10-seq7_178	0.09804553264604811	0.09872303895267732	0.009003391972080695259	0.061197971517653555375	0.040690368123292584333	Good Overlap
seq7_10-seq7_196	0.9620653319283456	0.9621052631578947	0.08983669585565564188	0.59795518625405509974	0.39861120471547166125	Good Overlap
seq7_10-seq7_37	0.2265234765234765	0.22594351412146962	0.02581836715444383354	0.14075177443930358855	0.09319213575533367759	Good Overlap
seq7_10-seq7_108	0.1774665551839465	0.1774665551839465	0.016880785883259439741	0.11111731079702454247	0.07410943108310232677	Good Overlap
seq7_10-seq7_50	0.128	0.12640607424071992	0.013051264588233611026	0.0755390022582048096	0.048206009804172503357	Good Overlap
seq7_10-seq7_66	0.9880159786950732	0.9881578947368421	0.080972401840842795925	0.59937631996681850835	0.39028973395902124812	Good Overlap
seq7_10-seq7_9	0.11709253287025552	0.11379482071713147	0.01086319197730717022	0.07716923469736748633	0.053164722156720254526	Good Overlap
seq7_10-seq7_100	0.06675208199871877	0.06459483754976242	0.00678951133490815811	0.041871584910737551545	0.027781653629205904425	Good Overlap
seq7_11-seq7_150	0.8547854785478548	0.8543046357615894	0.088350234183991063484	0.5464894405855115321	0.37202903875693207815	Good Overlap
seq7_11-seq7_138	0.9715969989281886	0.9717784877529286	0.09418942293608573421	0.6042068283833212754	0.40145105175521560875	Good Overlap
seq7_11-seq7_182	0.22698233746711763	0.22610985703536493	0.023342616230267531773	0.14616557687719720229	0.09988309148797363694	Good Overlap
seq7_11-seq7_91	0.2263703333749532	0.22743142144638404	0.025008776918017537944	0.14289321444289363217	0.09556276184389955807	Good Overlap
seq7_11-seq7_53	0.7157520726411369	0.719626168224299	0.07727062892404811306	0.45394378569193489714	0.3048568257579222995	Good Overlap
seq7_11-seq7_130	0.5462767561049141	0.5460030165912518	0.060958504033054116585	0.34196175043255961598	0.22797612458778648209	Good Overlap
seq7_11-seq7_111	0.1997990847192767	0.19926281693287165	0.020702852618516196937	0.122777835755753305146	0.08066814951451832075	Good Overlap
seq7_11-seq7_184	0.4272166903745851	0.42775935575556606	0.04248110909490311366	0.26221309228610990597	0.17252636968508779002	Good Overlap
seq7_11-seq7_89	0.6499094202898551	0.6500679040289724	0.061286503920655886018	0.38541879210799903527	0.2481675721767371619	Good Overlap
seq7_11-seq7_160	0.06284296416471823	0.06315588628124404	0.0060933211220012497354	0.038752248057081230072	0.025525918582323626167	Good Overlap
seq7_11-seq7_55	0.06676375900659205	0.06704980842911877	0.007505956481589334465	0.043831043599912793036	0.030209158413339813355	Good Overlap
seq7_12-seq7_166	0.27964008468595625	0.27964008468595625	0.035241755523756153247	0.17442290715942751054	0.1159982125042524742	Good Overlap
seq7_12-seq7_196	0.5220271613116926	0.5199600798403193	0.056664775645423378396	0.3232934875525617843	0.21375051702458849433	Good Overlap
seq7_12-seq7_167	0.10539264578761885	0.10414169663070981	0.011064969837155521463	0.06614797092235109772	0.044111088434589415834	Good Overlap
seq7_12-seq7_187	0.19249848759830612	0.19122636936500242	0.022360127563416288435	0.11910539213504188743	0.078638522616147645356	Good Overlap
seq7_12-seq7_175	0.17765874344381208	0.17535810205908683	0.017945235089457785897	0.107736890077202924384	0.06995107609862373706	Good Overlap
seq7_12-seq7_66	0.5604085945755548	0.5582300884955752	0.061238225067068339895	0.34132582710749818526	0.22457117262366475287	Good Overlap
seq7_12-seq7_142	0.991207034372502	0.9911717495987159	0.108491800563689094404	0.64650228762661481307	0.44649875643508999743	Good Overlap
seq7_12-seq7_45	0.14096272319097838	0.13916500994035785	0.015429320475483519482	0.084377370297950136406	0.054499331397996720368	Good Overlap
seq7_12-seq7_178	0.07527380731390385	0.0756169975876786	0.007849181223672900083	0.047729033309718779158	0.032170620695678407698	Good Overlap
seq7_12-seq7_120	0.9812734082397003	0.9809402795425667	0.098509720546882046056	0.62408695356084191154	0.42311591410412923133	Good Overlap
seq7_12-seq7_50	0.07240704500978473	0.07139747496734872	0.007306227091416989806	0.048251424889311510155	0.03400577359892181855	Good Overlap
seq7_13-seq7_87	0.2736767819336627	0.2764341957255343	0.02523572962410999734	0.1776049901440978215	0.12057648998929060993	Good Overlap
seq7_13-seq7_133	0.45372512725590003	0.45511193168705283	0.054222029883777984342	0.28896958198672996498	0.19437571917333076372	Good Overlap
seq7_13-seq7_49	0.3306356432304839	0.33209959623149393	0.035916956903820618592	0.20815482629736867735	0.13897440362214147647	Good Overlap
seq7_13-seq7_55	0.4512335715932672	0.4511070110701107	0.046101497578527301558	0.27601323056957330083	0.18007258567929521313	Good Overlap
seq7_13-seq7_183	0.45393518518518516	0.4554478301015697	0.053692693405961207066	0.28278002635455565543	0.18761762895248010556	Good Overlap
seq7_13-seq7_176	0.16584912043301758	0.16493099652865972	0.018009377934395507226	0.1016182620422588876	0.066686801146566972966	Good Overlap
seq7_13-seq7_160	0.1506817656574994	0.1489115331171839	0.017848832945035491336	0.087769260286475824534	0.05559895686215900213	Good Overlap
seq7_13-seq7_148	0.9627097576134245	0.9626865671641791	0.105756914831208322164	0.59712739032489955775	0.39453415508962901055	Good Overlap
seq7_13-seq7_78	0.1346228995701446	0.13267404288651719	0.016125984480959838026	0.07962436155640645895	0.050959493272267850868	Good Overlap
seq7_13-seq7_38	0.11249331193151418	0.11237458193979934	0.012619013797202870435	0.06705465452637040335	0.042994798508016851732	Good Overlap
seq7_13-seq7_39	0.06917712691771269	0.06917712691771269	0.008489620636105323883	0.040452097916105977943	0.02570716120855685642	Good Overlap
seq7_13-seq7_25	0.1035814606741573	0.10421052631578948	0.010906003061430320362	0.06064814079271809896	0.038182333903955751943	Good Overlap
seq7_14-seq7_190	0.23341883473799926	0.23229357798165137	0.02311210763782016846	0.14334885758720926483	0.0941923920358696852	Good Overlap
seq7_14-seq7_178	0.2325666301569916	0.23088181485547019	0.024277583240154867989	0.14706510468010121627	0.09888587306674657058	Good Overlap
seq7_14-seq7_149	0.25228084093613645	0.24810530514559234	0.026092162642270513151	0.15887991476045173216	0.10588717248430533083	Good Overlap
seq7_14-seq7_74	0.5580786026200873	0.5545774647887324	0.049108240017271879904	0.35571546054547070303	0.24109911571719042047	Good Overlap
seq7_14-seq7_75	0.14929906542056076	0.14610694183864917	0.01700111318336142951	0.09670305520627516715	0.066339806064292640714	Good Overlap
seq7_14-seq7_50	0.9825174825174825	0.9822695035460993	0.104744253627048903165	0.62843114741659847805	0.41952465864223594118	Good Overlap
seq7_14-seq7_45	0.6893203883495146	0.6849015317286652	0.065802002033847828235	0.42115889459581091068	0.2756602776794092324	Good Overlap
